id,umap1,umap2,T_subtype
609010_Patient2_ODNNBG,-0.1477344,1.5836263,Cytotoxic T
609011_Patient2_ODNNBG,1.4459254,1.7247784,Cytotoxic T
609016_Patient2_ODNNBG,-0.3470325,3.1296792,Cytotoxic T
609018_Patient2_ODNNBG,1.2779772,1.8671756,Cytotoxic T
609026_Patient2_ODNNBG,1.9758153,4.379461,gdT
609027_Patient2_ODNNBG,1.3695593,1.5744747,Cytotoxic T
609030_Patient2_ODNNBG,2.7910073,3.8068113,Cytotoxic T
609038_Patient2_ODNNBG,-0.7769307,6.7657757,gdT
609100_Patient2_ODNNBG,-1.6307844,6.932973,gdT
609107_Patient2_ODNNBG,0.9682109,5.587102,gdT
609334_Patient2_ODNNBG,-1.2646756,5.831688,gdT
609361_Patient2_ODNNBG,-1.8317753,6.9487123,gdT
609376_Patient2_ODNNBG,-1.2521806,6.8047395,gdT
609390_Patient2_ODNNBG,-1.4861555,2.4354122,gdT
609430_Patient2_ODNNBG,-0.21830954,2.6248891,Cytotoxic T
609434_Patient2_ODNNBG,0.18407543,2.5783894,Cytotoxic T
609441_Patient2_ODNNBG,-0.6140819,5.195995,gdT
609526_Patient2_ODNNBG,2.0635715,1.0338508,gdT
609531_Patient2_ODNNBG,-1.3821276,7.324977,gdT
609534_Patient2_ODNNBG,1.2656133,5.573823,gdT
609543_Patient2_ODNNBG,-0.5936854,6.9108553,gdT
609573_Patient2_ODNNBG,3.1583805,-0.39638856,Naive/CM T
609579_Patient2_ODNNBG,-0.60545194,7.622434,gdT
609589_Patient2_ODNNBG,-0.9152471,7.5511312,gdT
609590_Patient2_ODNNBG,-1.9177746,4.028163,gdT
609596_Patient2_ODNNBG,1.8137351,3.8602257,Cytotoxic T
609604_Patient2_ODNNBG,2.3673174,2.6822293,Cytotoxic T
609662_Patient2_ODNNBG,-0.37834945,2.6610873,Cytotoxic T
609718_Patient2_ODNNBG,-1.900318,4.090153,gdT
609801_Patient2_ODNNBG,-0.86816454,7.032222,gdT
609833_Patient2_ODNNBG,-1.6198664,6.8712683,gdT
609837_Patient2_ODNNBG,2.5502484,5.502005,gdT
609839_Patient2_ODNNBG,-2.0086012,4.8565063,gdT
609840_Patient2_ODNNBG,1.6297357,6.142674,gdT
609841_Patient2_ODNNBG,-1.7447225,4.557601,gdT
609844_Patient2_ODNNBG,-1.4693904,6.0918236,gdT
610117_Patient2_ODNNBG,-1.2054026,1.8013868,gdT
610150_Patient2_ODNNBG,-0.6352282,2.719057,Cytotoxic T
610204_Patient2_ODNNBG,2.6041944,4.4402995,Proliferating T
610210_Patient2_ODNNBG,0.22876278,5.9093614,gdT
610211_Patient2_ODNNBG,1.3072975,5.889455,gdT
610215_Patient2_ODNNBG,-0.42125553,5.5832777,gdT
610216_Patient2_ODNNBG,-0.4769929,4.53023,gdT
610217_Patient2_ODNNBG,-0.4027337,5.647191,gdT
610218_Patient2_ODNNBG,-0.42007625,7.293287,gdT
610249_Patient2_ODNNBG,0.7106273,3.2650027,Cytotoxic T
610251_Patient2_ODNNBG,4.5880556,-0.8038391,Proliferating T
610286_Patient2_ODNNBG,-1.2112002,5.5343437,gdT
610288_Patient2_ODNNBG,0.9030245,7.427608,gdT
610311_Patient2_ODNNBG,1.8480921,4.0633664,Cytotoxic T
610337_Patient2_ODNNBG,0.6190855,6.635118,gdT
610338_Patient2_ODNNBG,-1.1576647,1.8295311,gdT
610343_Patient2_ODNNBG,-1.6545814,5.2989326,gdT
610389_Patient2_ODNNBG,-1.461424,6.4912567,gdT
610394_Patient2_ODNNBG,-0.6495257,7.035006,gdT
610434_Patient2_ODNNBG,1.450325,6.048029,gdT
610465_Patient2_ODNNBG,2.0891306,6.3099065,gdT
610493_Patient2_ODNNBG,-0.23343952,6.7558722,gdT
610571_Patient2_ODNNBG,-1.2855214,5.352198,gdT
610583_Patient2_ODNNBG,-0.47498244,7.260324,gdT
610615_Patient2_ODNNBG,-1.8022606,5.4556947,gdT
610623_Patient2_ODNNBG,-1.3686932,6.652936,gdT
610687_Patient2_ODNNBG,-0.24767824,7.3813405,gdT
610771_Patient2_ODNNBG,0.3604655,7.5584483,gdT
610773_Patient2_ODNNBG,-0.1543703,7.1635756,gdT
610919_Patient2_ODNNBG,1.0345489,7.2967,gdT
611175_Patient2_ODNNBG,-1.7160352,7.058346,gdT
611176_Patient2_ODNNBG,-1.6784981,6.3836536,gdT
611177_Patient2_ODNNBG,-0.56431514,7.5984993,gdT
611203_Patient2_ODNNBG,-0.7395469,7.2415185,gdT
611485_Patient2_ODNNBG,-1.7325529,6.6848063,gdT
611489_Patient2_ODNNBG,-0.038988106,6.853433,gdT
611574_Patient2_ODNNBG,-2.1324015,5.1106563,gdT
611601_Patient2_ODNNBG,0.3553315,7.0985227,gdT
611638_Patient2_ODNNBG,-0.807986,5.9802985,gdT
611810_Patient2_ODNNBG,1.8815212,6.8726554,gdT
611811_Patient2_ODNNBG,0.8785206,7.444459,gdT
611826_Patient2_ODNNBG,-0.82793236,6.491694,gdT
611850_Patient2_ODNNBG,1.9004238,-0.7981757,gdT
611851_Patient2_ODNNBG,-0.39705288,4.414333,gdT
611881_Patient2_ODNNBG,0.6854248,6.1054564,gdT
611986_Patient2_ODNNBG,-0.69035,4.7425675,gdT
612084_Patient2_ODNNBG,-0.32166153,7.009794,gdT
612212_Patient2_ODNNBG,-1.4579291,6.0935884,gdT
612352_Patient2_ODNNBG,-1.9968446,5.2047873,gdT
612369_Patient2_ODNNBG,-1.1010042,5.775364,gdT
612404_Patient2_ODNNBG,-1.6512374,6.723372,gdT
612408_Patient2_ODNNBG,-1.6148875,5.4939947,gdT
612411_Patient2_ODNNBG,-1.7464408,5.466005,gdT
612577_Patient2_ODNNBG,1.2059036,6.766843,gdT
612639_Patient2_ODNNBG,0.111082785,7.513561,gdT
612652_Patient2_ODNNBG,-1.0191619,5.8885636,gdT
613081_Patient2_ODNNBG,0.15079671,7.1465178,gdT
613089_Patient2_ODNNBG,-1.5819827,6.992716,gdT
613219_Patient2_ODNNBG,0.93906695,7.3408284,gdT
613562_Patient2_ODNNBG,-1.4518424,7.047768,gdT
613842_Patient2_ODNNBG,0.726334,7.057534,gdT
613845_Patient2_ODNNBG,0.26962727,4.100571,Naive/CM T
613981_Patient2_ODNNBG,2.1672735,4.7190437,Cytotoxic T
614054_Patient2_ODNNBG,-1.3677204,5.54008,gdT
614097_Patient2_ODNNBG,0.5672938,2.5915658,Cytotoxic T
614099_Patient2_ODNNBG,2.6789036,1.9620516,Cytotoxic T
614244_Patient2_ODNNBG,3.25304,4.769767,Treg
614329_Patient2_ODNNBG,1.0346924,7.4408846,gdT
614353_Patient2_ODNNBG,1.289294,5.740447,gdT
614356_Patient2_ODNNBG,-2.0023868,5.0699167,gdT
614379_Patient2_ODNNBG,0.46489745,7.430491,gdT
614628_Patient2_ODNNBG,-0.006146179,6.1668963,gdT
614664_Patient2_ODNNBG,0.13395454,6.5600653,gdT
614899_Patient2_ODNNBG,0.059964284,0.7094356,Cytotoxic T
614926_Patient2_ODNNBG,0.17024378,2.9545307,Cytotoxic T
614930_Patient2_ODNNBG,2.1698797,6.7381196,gdT
614982_Patient2_ODNNBG,-0.62699026,6.8909564,gdT
614987_Patient2_ODNNBG,-1.0263416,4.4593844,gdT
615134_Patient2_ODNNBG,-0.3553837,3.2995412,Cytotoxic T
615135_Patient2_ODNNBG,5.517154,-1.2739158,Naive/CM T
615179_Patient2_ODNNBG,0.0132918265,2.7348537,Cytotoxic T
615322_Patient2_ODNNBG,9.4375515,3.3713858,Naive/CM T
615351_Patient2_ODNNBG,0.95053905,3.6594853,Proliferating T
615353_Patient2_ODNNBG,0.9999461,3.5922546,Proliferating T
615358_Patient2_ODNNBG,-2.062143,5.2216806,gdT
615370_Patient2_ODNNBG,-1.1590487,2.6783779,Cytotoxic T
615371_Patient2_ODNNBG,-1.3283454,4.8153896,gdT
615373_Patient2_ODNNBG,2.2461035,2.7462883,Cytotoxic T
615374_Patient2_ODNNBG,1.0288022,2.4662945,Cytotoxic T
615375_Patient2_ODNNBG,1.0666683,2.6253822,Naive/CM T
615376_Patient2_ODNNBG,1.5989628,3.2197952,Cytotoxic T
615377_Patient2_ODNNBG,3.218447,2.6059487,Cytotoxic T
615380_Patient2_ODNNBG,7.2765093,1.3987812,Naive/CM T
615383_Patient2_ODNNBG,0.44313556,0.015412093,Cytotoxic T
615384_Patient2_ODNNBG,0.71399665,1.4539305,Cytotoxic T
615386_Patient2_ODNNBG,0.31503344,0.28698233,Cytotoxic T
615388_Patient2_ODNNBG,4.6308064,-0.61508834,Naive/CM T
615433_Patient2_ODNNBG,-0.70664173,6.797346,gdT
615614_Patient2_ODNNBG,-0.033812605,5.7410984,gdT
615615_Patient2_ODNNBG,-0.50069034,7.16653,gdT
616389_Patient2_ODNNBG,-1.8048459,6.450463,gdT
616860_Patient2_ODNNBG,-0.4543207,5.3500595,gdT
616940_Patient2_ODNNBG,-0.9409938,5.7252364,gdT
616990_Patient2_ODNNBG,-0.54276264,5.3634944,gdT
617006_Patient2_ODNNBG,-0.3995856,6.416931,gdT
617228_Patient2_ODNNBG,-1.6312933,6.100737,gdT
618318_Patient2_ODNNBG,2.4589508,6.0095897,gdT
618598_Patient2_ODNNBG,-0.9680227,7.0010986,gdT
618946_Patient2_ODNNBG,-1.6514903,6.738231,gdT
619226_Patient2_ODNNBG,-1.4740816,7.158818,gdT
619229_Patient2_ODNNBG,-1.6843696,6.417945,gdT
619457_Patient2_ODNNBG,1.1699787,0.6048134,Cytotoxic T
619462_Patient2_ODNNBG,-0.46573853,1.0860977,Cytotoxic T
619463_Patient2_ODNNBG,1.6493382,3.0636191,Proliferating T
619464_Patient2_ODNNBG,1.5256151,1.4384121,Cytotoxic T
619465_Patient2_ODNNBG,1.1058908,3.4058967,Proliferating T
619484_Patient2_ODNNBG,0.65788984,1.4676893,Cytotoxic T
619565_Patient2_ODNNBG,2.1845503,5.8814783,gdT
619876_Patient2_ODNNBG,1.7502794,2.088669,Cytotoxic T
619891_Patient2_ODNNBG,-0.9712143,5.825143,gdT
619898_Patient2_ODNNBG,2.622618,1.1831228,Cytotoxic T
619899_Patient2_ODNNBG,1.4125197,5.8185606,gdT
619904_Patient2_ODNNBG,-0.3079852,1.0109435,gdT
619905_Patient2_ODNNBG,6.70419,5.8550363,Naive/CM T
619908_Patient2_ODNNBG,2.8709834,-1.3752223,gdT
619944_Patient2_ODNNBG,-1.1237252,5.4003696,gdT
619948_Patient2_ODNNBG,3.5854697,1.6319301,Cytotoxic T
619950_Patient2_ODNNBG,3.2124598,-1.1038147,Naive/CM T
619951_Patient2_ODNNBG,1.3122655,2.2454023,Cytotoxic T
619952_Patient2_ODNNBG,2.8742647,1.6439793,Cytotoxic T
619953_Patient2_ODNNBG,4.1154513,1.881401,Cytotoxic T
619961_Patient2_ODNNBG,1.8102014,2.2513926,Cytotoxic T
620004_Patient2_ODNNBG,-0.54904294,3.6409822,Cytotoxic T
620058_Patient2_ODNNBG,-0.9445474,1.8544573,Cytotoxic T
620223_Patient2_ODNNBG,-1.6037108,4.3480268,gdT
620265_Patient2_ODNNBG,-1.7297857,6.1080127,gdT
620489_Patient2_ODNNBG,-1.4951621,1.9281876,gdT
620856_Patient2_ODNNBG,-1.8933926,4.574576,gdT
620950_Patient2_ODNNBG,-0.16394486,2.3277676,Cytotoxic T
621035_Patient2_ODNNBG,-0.0664935,5.935025,gdT
621053_Patient2_ODNNBG,0.67447466,2.2608771,gdT
621059_Patient2_ODNNBG,0.605361,4.943899,gdT
621128_Patient2_ODNNBG,0.28083894,6.625545,gdT
621207_Patient2_ODNNBG,-0.42034099,3.8048635,gdT
621368_Patient2_ODNNBG,-1.0510708,5.3379617,gdT
621478_Patient2_ODNNBG,0.38274014,5.440959,gdT
621501_Patient2_ODNNBG,-1.964775,6.821348,gdT
621505_Patient2_ODNNBG,2.6287463,4.171159,Cytotoxic T
621511_Patient2_ODNNBG,-0.5153959,6.8816776,gdT
621515_Patient2_ODNNBG,0.27260014,5.7581644,gdT
621522_Patient2_ODNNBG,-1.2998664,6.657454,gdT
621920_Patient2_ODNNBG,-0.19561234,5.9552507,gdT
621996_Patient2_ODNNBG,-0.82380915,6.9910398,gdT
622819_Patient2_ODNNBG,1.0635809,6.3603034,gdT
622824_Patient2_ODNNBG,-0.67911553,5.1853766,gdT
622864_Patient2_ODNNBG,-0.10828114,3.3464508,Cytotoxic T
623055_Patient2_ODNNBG,-0.39795393,5.848561,gdT
623087_Patient2_ODNNBG,2.6679323,5.757638,gdT
623099_Patient2_ODNNBG,-0.24246483,5.6965656,gdT
623120_Patient2_ODNNBG,-1.2525154,5.60994,gdT
623288_Patient2_ODNNBG,0.015686342,4.6192107,gdT
623405_Patient2_ODNNBG,0.46481818,6.1182857,gdT
623407_Patient2_ODNNBG,-1.1131177,6.1467223,gdT
623454_Patient2_ODNNBG,-0.83777773,7.4319725,gdT
623582_Patient2_ODNNBG,0.80865115,2.1165402,Cytotoxic T
623608_Patient2_ODNNBG,1.3851802,1.6550366,Cytotoxic T
623631_Patient2_ODNNBG,2.7004457,2.2654305,Cytotoxic T
623652_Patient2_ODNNBG,-0.52118045,3.3492596,gdT
623673_Patient2_ODNNBG,2.3819945,5.23703,Treg
623681_Patient2_ODNNBG,1.2833203,6.047124,gdT
623707_Patient2_ODNNBG,0.2023747,2.7916038,Cytotoxic T
623777_Patient2_ODNNBG,1.4756882,4.4482865,gdT
623781_Patient2_ODNNBG,1.7661297,3.549654,Cytotoxic T
623881_Patient2_ODNNBG,0.38002297,7.2455463,gdT
623885_Patient2_ODNNBG,-0.07748201,7.3823953,gdT
623954_Patient2_ODNNBG,0.03892905,7.2827406,gdT
623958_Patient2_ODNNBG,-0.94453704,7.189735,gdT
623961_Patient2_ODNNBG,1.3261594,6.662363,gdT
623994_Patient2_ODNNBG,-0.33108482,7.072516,gdT
623996_Patient2_ODNNBG,0.1365006,3.4756522,gdT
624080_Patient2_ODNNBG,-0.16339892,3.7293093,gdT
624158_Patient2_ODNNBG,-0.13814647,7.1934867,gdT
624224_Patient2_ODNNBG,0.8646074,2.6920037,Cytotoxic T
624249_Patient2_ODNNBG,-1.403516,6.237052,gdT
624393_Patient2_ODNNBG,0.04569078,7.29299,gdT
624446_Patient2_ODNNBG,0.7925402,5.5783963,gdT
624447_Patient2_ODNNBG,1.5371941,2.1101682,Cytotoxic T
624451_Patient2_ODNNBG,2.3969493,4.574382,Treg
624453_Patient2_ODNNBG,3.3559198,2.7329707,Cytotoxic T
624793_Patient2_ODNNBG,2.3038495,4.5511317,gdT
624798_Patient2_ODNNBG,0.12746105,3.0245252,Cytotoxic T
624806_Patient2_ODNNBG,0.8099171,1.3518469,Cytotoxic T
624814_Patient2_ODNNBG,0.016529443,2.8807793,Cytotoxic T
624815_Patient2_ODNNBG,1.2066848,0.8709243,Cytotoxic T
624816_Patient2_ODNNBG,0.60475713,1.083995,Cytotoxic T
624823_Patient2_ODNNBG,0.41020665,2.5019376,Cytotoxic T
624828_Patient2_ODNNBG,-1.5598131,7.1909847,gdT
624848_Patient2_ODNNBG,0.05441304,5.9555397,gdT
624849_Patient2_ODNNBG,-0.7677852,3.049958,Cytotoxic T
624858_Patient2_ODNNBG,4.7739606,3.05805,Naive/CM T
624873_Patient2_ODNNBG,3.529146,1.073271,Cytotoxic T
624912_Patient2_ODNNBG,0.7247123,3.7552876,Cytotoxic T
624944_Patient2_ODNNBG,-1.743909,5.526255,gdT
624945_Patient2_ODNNBG,-0.69135684,4.561186,gdT
624949_Patient2_ODNNBG,0.51356274,5.723819,gdT
624952_Patient2_ODNNBG,-0.6133886,3.6611567,Cytotoxic T
624954_Patient2_ODNNBG,-1.7130145,6.3809505,gdT
624955_Patient2_ODNNBG,-0.1859367,5.6554785,gdT
624970_Patient2_ODNNBG,0.57727367,6.5252013,gdT
624971_Patient2_ODNNBG,-1.1544305,4.6145363,gdT
625131_Patient2_ODNNBG,-0.7794947,2.719313,gdT
625181_Patient2_ODNNBG,-1.7041065,4.0299897,gdT
625194_Patient2_ODNNBG,1.8163702,-0.18134177,Cytotoxic T
625205_Patient2_ODNNBG,1.0497199,5.076445,gdT
625226_Patient2_ODNNBG,-1.7116964,5.1434402,gdT
625244_Patient2_ODNNBG,0.16213183,7.39473,gdT
625290_Patient2_ODNNBG,-1.7466491,5.818802,gdT
625325_Patient2_ODNNBG,0.71361274,3.8015919,Proliferating T
625326_Patient2_ODNNBG,0.89761674,1.70629,Cytotoxic T
625327_Patient2_ODNNBG,4.084801,1.9386729,Naive/CM T
625333_Patient2_ODNNBG,5.9822626,6.241747,Naive/CM T
625335_Patient2_ODNNBG,0.68428195,0.09840752,Cytotoxic T
625336_Patient2_ODNNBG,2.9491842,3.776502,Cytotoxic T
625338_Patient2_ODNNBG,1.761474,2.2379808,Cytotoxic T
625356_Patient2_ODNNBG,-1.4052985,6.597224,gdT
625388_Patient2_ODNNBG,-1.653095,7.0665574,gdT
625754_Patient2_ODNNBG,-1.8371035,5.508985,gdT
625755_Patient2_ODNNBG,-0.8445668,2.6586244,Cytotoxic T
625759_Patient2_ODNNBG,-1.341786,6.8770175,gdT
625807_Patient2_ODNNBG,-0.23286305,4.145385,gdT
625884_Patient2_ODNNBG,-0.047413412,6.2905965,gdT
626213_Patient2_ODNNBG,-1.8077052,6.7049804,gdT
626234_Patient2_ODNNBG,-0.031140877,7.0467677,gdT
626241_Patient2_ODNNBG,0.019080374,2.682889,Cytotoxic T
626257_Patient2_ODNNBG,-0.008201618,7.1312346,gdT
626259_Patient2_ODNNBG,2.0717652,-1.263097,gdT
626261_Patient2_ODNNBG,-0.01640798,6.0021815,gdT
626267_Patient2_ODNNBG,-1.9962223,4.878985,gdT
626375_Patient2_ODNNBG,2.7140515,3.4355416,Cytotoxic T
626378_Patient2_ODNNBG,2.8136957,3.7852788,Cytotoxic T
626384_Patient2_ODNNBG,-0.8656621,4.825694,gdT
626838_Patient2_ODNNBG,-0.9279219,6.0514493,gdT
626840_Patient2_ODNNBG,-1.7230277,4.7245526,gdT
627548_Patient2_ODNNBG,2.6696682,2.4077702,Cytotoxic T
627564_Patient2_ODNNBG,-1.2919618,3.3494732,Cytotoxic T
627569_Patient2_ODNNBG,2.105951,1.2819663,Cytotoxic T
627571_Patient2_ODNNBG,0.3112976,5.1918483,gdT
627574_Patient2_ODNNBG,-1.5857784,4.4277086,gdT
627578_Patient2_ODNNBG,2.709249,4.5805526,gdT
627590_Patient2_ODNNBG,-0.83923805,7.1550164,gdT
627663_Patient2_ODNNBG,-0.40445516,3.8417404,Cytotoxic T
627665_Patient2_ODNNBG,-1.3184671,6.7795067,gdT
627766_Patient2_ODNNBG,-1.0138327,1.3758714,gdT
627980_Patient2_ODNNBG,-1.4683938,5.126393,gdT
628029_Patient2_ODNNBG,-1.4329783,4.8306093,gdT
628030_Patient2_ODNNBG,0.24645782,7.0791283,gdT
628115_Patient2_ODNNBG,-1.0216436,2.988411,gdT
628200_Patient2_ODNNBG,1.5293154,1.172468,gdT
628201_Patient2_ODNNBG,-1.4973768,6.682887,gdT
628204_Patient2_ODNNBG,-1.774304,6.523582,gdT
628434_Patient2_ODNNBG,-0.9075991,7.062565,gdT
628537_Patient2_ODNNBG,-0.7831973,2.417846,Cytotoxic T
628756_Patient2_ODNNBG,2.3563058,5.942816,gdT
628777_Patient2_ODNNBG,1.1191189,6.0120516,gdT
628781_Patient2_ODNNBG,2.5061412,6.0816,gdT
628786_Patient2_ODNNBG,2.72959,1.6557726,Cytotoxic T
628952_Patient2_ODNNBG,0.2346161,2.243111,Cytotoxic T
628955_Patient2_ODNNBG,2.968277,2.435858,Cytotoxic T
628956_Patient2_ODNNBG,0.772201,0.87458575,Cytotoxic T
628960_Patient2_ODNNBG,0.92827433,0.042598493,Cytotoxic T
629020_Patient2_ODNNBG,-0.7751628,6.6478257,gdT
629068_Patient2_ODNNBG,-1.5723556,6.496787,gdT
629071_Patient2_ODNNBG,-0.7935703,2.0341387,Cytotoxic T
629086_Patient2_ODNNBG,2.4454126,2.0706048,Cytotoxic T
629091_Patient2_ODNNBG,4.527022,-0.91456765,Naive/CM T
629092_Patient2_ODNNBG,0.66670996,-0.11047591,Cytotoxic T
629095_Patient2_ODNNBG,1.4421148,1.9776921,Cytotoxic T
629100_Patient2_ODNNBG,1.9360714,0.26676947,Cytotoxic T
629101_Patient2_ODNNBG,1.0187404,-0.45666912,Cytotoxic T
629105_Patient2_ODNNBG,0.91342777,-0.5037959,Cytotoxic T
629106_Patient2_ODNNBG,-1.2221913,2.6866791,gdT
629108_Patient2_ODNNBG,-1.6599718,5.1173806,gdT
629109_Patient2_ODNNBG,1.5818111,-0.94417214,gdT
629114_Patient2_ODNNBG,-1.4712746,4.9697375,gdT
629119_Patient2_ODNNBG,0.197079,1.1147583,Cytotoxic T
629125_Patient2_ODNNBG,-1.0867312,4.6394005,gdT
629129_Patient2_ODNNBG,-0.9591544,2.660567,gdT
629130_Patient2_ODNNBG,-0.1455917,1.758663,Cytotoxic T
629131_Patient2_ODNNBG,-0.19516668,1.0964421,gdT
629138_Patient2_ODNNBG,-0.95689875,4.9151096,gdT
629147_Patient2_ODNNBG,-0.005136603,6.1959915,gdT
629157_Patient2_ODNNBG,2.3288414,1.0366429,gdT
629161_Patient2_ODNNBG,1.6838896,7.18706,gdT
629162_Patient2_ODNNBG,2.0012915,5.497017,gdT
629165_Patient2_ODNNBG,0.32683215,4.7663183,gdT
629166_Patient2_ODNNBG,-1.3163867,6.621523,gdT
629238_Patient2_ODNNBG,1.9917505,5.7942967,gdT
629456_Patient2_ODNNBG,-1.452295,6.618958,gdT
629473_Patient2_ODNNBG,-1.5614405,3.1568346,gdT
629477_Patient2_ODNNBG,-0.322141,7.6334577,gdT
629675_Patient2_ODNNBG,-0.46980178,7.135844,gdT
629753_Patient2_ODNNBG,2.6191895,5.843086,gdT
629764_Patient2_ODNNBG,0.589505,2.308573,Cytotoxic T
629836_Patient2_ODNNBG,-2.006495,5.936189,gdT
629845_Patient2_ODNNBG,-1.7810668,5.3154163,gdT
630014_Patient2_ODNNBG,-1.2582139,5.1061773,gdT
630059_Patient2_ODNNBG,1.8069899,5.7071395,gdT
630063_Patient2_ODNNBG,-1.6542522,3.8391507,gdT
630077_Patient2_ODNNBG,-0.36297438,7.2316823,gdT
630101_Patient2_ODNNBG,0.48107728,2.7860236,Cytotoxic T
630102_Patient2_ODNNBG,0.04987286,7.043288,gdT
630104_Patient2_ODNNBG,-0.9054439,6.1037993,gdT
630188_Patient2_ODNNBG,-1.1980879,5.7471356,gdT
630189_Patient2_ODNNBG,0.5481457,7.1669116,gdT
630237_Patient2_ODNNBG,-0.727294,6.0002446,gdT
630238_Patient2_ODNNBG,0.61061126,6.8927402,gdT
630240_Patient2_ODNNBG,0.32551125,3.0706396,Cytotoxic T
630243_Patient2_ODNNBG,0.6285252,7.3962884,gdT
630244_Patient2_ODNNBG,0.20330538,2.9911644,Cytotoxic T
630245_Patient2_ODNNBG,2.0487413,2.8154073,Cytotoxic T
630249_Patient2_ODNNBG,-0.9049531,5.0841846,gdT
630256_Patient2_ODNNBG,0.63458127,2.2205362,Cytotoxic T
630258_Patient2_ODNNBG,-1.3474497,4.914709,gdT
630271_Patient2_ODNNBG,5.535208,-1.0988271,Naive/CM T
630274_Patient2_ODNNBG,4.6604247,1.2147063,Naive/CM T
630322_Patient2_ODNNBG,-1.0706427,3.578046,gdT
630323_Patient2_ODNNBG,-0.58431935,6.5545554,gdT
630339_Patient2_ODNNBG,2.0980194,4.706852,gdT
630348_Patient2_ODNNBG,-2.0233836,5.291621,gdT
630352_Patient2_ODNNBG,0.7620576,4.3701234,gdT
630355_Patient2_ODNNBG,4.2993984,-0.21927162,Naive/CM T
630356_Patient2_ODNNBG,0.23440607,5.6011605,gdT
630357_Patient2_ODNNBG,1.6428351,7.130309,gdT
630375_Patient2_ODNNBG,-1.3326327,5.518938,gdT
630673_Patient2_ODNNBG,-0.87974954,3.0889282,Cytotoxic T
630693_Patient2_ODNNBG,-0.17008714,6.9485006,gdT
630767_Patient2_ODNNBG,1.2200538,0.5408734,Cytotoxic T
630768_Patient2_ODNNBG,0.05280026,3.2532814,Cytotoxic T
630769_Patient2_ODNNBG,-1.2257738,2.943945,gdT
630852_Patient2_ODNNBG,-1.5305768,3.9742293,gdT
630859_Patient2_ODNNBG,-1.4926993,5.6377006,gdT
631011_Patient2_ODNNBG,-1.2432423,6.9181437,gdT
631012_Patient2_ODNNBG,-1.8383629,3.0719328,gdT
631174_Patient2_ODNNBG,-1.7471082,6.533876,gdT
631202_Patient2_ODNNBG,3.5185118,0.10825301,Naive/CM T
631203_Patient2_ODNNBG,-0.797941,5.901101,gdT
631205_Patient2_ODNNBG,-0.16606215,5.011224,gdT
631211_Patient2_ODNNBG,-0.36038047,6.7499123,gdT
631288_Patient2_ODNNBG,0.34916407,7.153866,gdT
631290_Patient2_ODNNBG,-0.5530608,7.5714126,gdT
631293_Patient2_ODNNBG,-0.11737647,2.8362782,Cytotoxic T
631294_Patient2_ODNNBG,-0.49727392,2.7648945,Cytotoxic T
631305_Patient2_ODNNBG,-0.8652117,2.5742536,Cytotoxic T
631313_Patient2_ODNNBG,-1.8620646,4.602869,gdT
631507_Patient2_ODNNBG,2.0643208,3.9374332,Cytotoxic T
631620_Patient2_ODNNBG,1.267815,0.43192652,Cytotoxic T
631744_Patient2_ODNNBG,-1.0341965,3.0912843,gdT
631748_Patient2_ODNNBG,4.1239944,-1.0045277,Naive/CM T
631749_Patient2_ODNNBG,-0.07033181,3.5189211,Cytotoxic T
631897_Patient2_ODNNBG,-0.56381994,2.16959,Cytotoxic T
632081_Patient2_ODNNBG,0.7313222,7.385344,gdT
632135_Patient2_ODNNBG,0.12570329,7.0533104,gdT
632136_Patient2_ODNNBG,0.27631915,5.960162,gdT
632143_Patient2_ODNNBG,-0.19136056,6.921581,gdT
632145_Patient2_ODNNBG,2.368061,3.5920157,Cytotoxic T
632152_Patient2_ODNNBG,0.87319607,2.4473953,Cytotoxic T
632156_Patient2_ODNNBG,2.524457,-0.22344238,Cytotoxic T
632165_Patient2_ODNNBG,2.111389,0.90040636,gdT
632166_Patient2_ODNNBG,3.2458513,0.27096656,Cytotoxic T
632174_Patient2_ODNNBG,3.348934,-0.8472621,Naive/CM T
632183_Patient2_ODNNBG,0.7315368,3.0296807,Cytotoxic T
632185_Patient2_ODNNBG,0.5970259,6.0555086,gdT
632188_Patient2_ODNNBG,0.50487536,6.875005,gdT
632197_Patient2_ODNNBG,0.14007407,2.930173,Cytotoxic T
632198_Patient2_ODNNBG,0.318359,7.0513997,gdT
632446_Patient2_ODNNBG,-0.23830938,2.6969483,Cytotoxic T
632713_Patient2_ODNNBG,-1.1511295,6.5140285,gdT
633085_Patient2_ODNNBG,-0.20397376,1.7206872,Cytotoxic T
633158_Patient2_ODNNBG,-0.40271991,3.2642267,Cytotoxic T
633216_Patient2_ODNNBG,0.7659759,7.0867352,gdT
633388_Patient2_ODNNBG,2.2013884,0.013997381,Cytotoxic T
633392_Patient2_ODNNBG,0.6694512,2.6726027,Cytotoxic T
633404_Patient2_ODNNBG,4.1344724,5.1386847,Naive/CM T
633422_Patient2_ODNNBG,-0.9455008,3.9501934,gdT
633664_Patient2_ODNNBG,-1.9778873,5.2524886,gdT
633894_Patient2_ODNNBG,-1.2279009,3.6342785,gdT
633898_Patient2_ODNNBG,-1.0769976,2.9755375,Cytotoxic T
633914_Patient2_ODNNBG,-0.6197165,7.6468616,gdT
633923_Patient2_ODNNBG,-0.95424813,6.86521,gdT
633930_Patient2_ODNNBG,1.5632957,1.2305297,Cytotoxic T
