id,umap1,umap2,celltype
1305_Patient1_0DPHBP,11.9603,-1.8098288,Macrophage
1313_Patient1_0DPHBP,11.348841,1.5814948,Macrophage
1316_Patient1_0DPHBP,11.973375,0.4235854,Macrophage
1337_Patient1_0DPHBP,12.216353,0.36215693,Macrophage
1340_Patient1_0DPHBP,12.24094,-1.2794118,Macrophage
1348_Patient1_0DPHBP,11.963076,1.4891769,Macrophage
1351_Patient1_0DPHBP,10.855163,-0.42459813,Macrophage
1363_Patient1_0DPHBP,11.756956,-0.9171521,Macrophage
1364_Patient1_0DPHBP,12.507432,-1.009715,Macrophage
1371_Patient1_0DPHBP,11.909195,-1.8500228,Macrophage
1372_Patient1_0DPHBP,0.46959105,6.9452763,Macrophage
1385_Patient1_0DPHBP,11.674191,-0.7121534,Macrophage
1405_Patient1_0DPHBP,11.817301,-0.94589484,Macrophage
1418_Patient1_0DPHBP,10.667857,-2.656443,Macrophage
1420_Patient1_0DPHBP,12.10968,0.9899713,Macrophage
1424_Patient1_0DPHBP,12.052895,1.74455,Macrophage
1426_Patient1_0DPHBP,11.962066,0.10531848,Macrophage
1427_Patient1_0DPHBP,12.36858,0.06707239,Macrophage
1436_Patient1_0DPHBP,11.860606,0.4197196,Macrophage
1438_Patient1_0DPHBP,12.5267,-0.44538918,Macrophage
1441_Patient1_0DPHBP,12.144158,0.09349641,Macrophage
1451_Patient1_0DPHBP,10.491492,-2.58001,Macrophage
1452_Patient1_0DPHBP,11.549742,-1.840052,Macrophage
1454_Patient1_0DPHBP,11.877512,-1.975944,Macrophage
1470_Patient1_0DPHBP,8.621382,-2.1364956,Macrophage
1472_Patient1_0DPHBP,12.075793,-0.93521684,Macrophage
1475_Patient1_0DPHBP,12.439958,-1.0823961,Macrophage
1476_Patient1_0DPHBP,12.288926,-1.5390544,Macrophage
1478_Patient1_0DPHBP,8.690454,-2.4241147,Macrophage
1486_Patient1_0DPHBP,12.029143,-1.5080742,Macrophage
1490_Patient1_0DPHBP,11.304036,-0.6851832,Macrophage
1492_Patient1_0DPHBP,12.043491,-1.0983137,Macrophage
1494_Patient1_0DPHBP,8.380588,-1.8597578,Macrophage
1498_Patient1_0DPHBP,8.111299,4.3327146,Macrophage
1499_Patient1_0DPHBP,10.974375,-2.4072256,Macrophage
1503_Patient1_0DPHBP,12.145283,-0.85307974,Macrophage
1510_Patient1_0DPHBP,12.075208,-1.5309793,Macrophage
1537_Patient1_0DPHBP,11.918779,-1.8800099,Macrophage
1538_Patient1_0DPHBP,1.9559096,5.4533668,Macrophage
1539_Patient1_0DPHBP,9.320854,-2.719676,Macrophage
1542_Patient1_0DPHBP,8.303888,-2.0322723,Macrophage
1551_Patient1_0DPHBP,10.81115,-0.40418065,Macrophage
1552_Patient1_0DPHBP,12.084931,-0.8506293,Macrophage
1553_Patient1_0DPHBP,1.2896376,5.2183337,Macrophage
1557_Patient1_0DPHBP,11.908487,-0.88188344,Macrophage
1561_Patient1_0DPHBP,1.0117686,5.1383715,Macrophage
1564_Patient1_0DPHBP,10.605562,0.48363316,Macrophage
1571_Patient1_0DPHBP,11.756781,-1.5328536,Macrophage
1573_Patient1_0DPHBP,1.5259485,4.693823,Macrophage
1586_Patient1_0DPHBP,10.469948,0.18223542,Macrophage
1589_Patient1_0DPHBP,12.533709,-0.8690799,Macrophage
1590_Patient1_0DPHBP,12.261852,-0.77027047,Macrophage
1594_Patient1_0DPHBP,10.086467,0.14389083,Macrophage
1595_Patient1_0DPHBP,1.1534103,5.0649643,Macrophage
1600_Patient1_0DPHBP,10.741671,-1.518466,Macrophage
1607_Patient1_0DPHBP,11.462374,0.33934188,Macrophage
1613_Patient1_0DPHBP,11.136928,-0.5988938,Macrophage
1631_Patient1_0DPHBP,9.790175,-1.0678818,Macrophage
1635_Patient1_0DPHBP,11.555153,2.8900962,Macrophage
1636_Patient1_0DPHBP,11.016843,1.2330571,Macrophage
1646_Patient1_0DPHBP,10.983331,0.2772167,Macrophage
1649_Patient1_0DPHBP,11.301936,2.7948475,Macrophage
1694_Patient1_0DPHBP,11.168286,1.9627664,Macrophage
1697_Patient1_0DPHBP,11.263905,1.047651,Macrophage
1710_Patient1_0DPHBP,10.738521,0.09700021,Macrophage
1743_Patient1_0DPHBP,11.866349,1.3470389,Macrophage
1753_Patient1_0DPHBP,10.689686,0.106728226,Macrophage
1755_Patient1_0DPHBP,12.562786,-0.7364163,Macrophage
1759_Patient1_0DPHBP,11.580388,-1.2497814,Macrophage
1772_Patient1_0DPHBP,12.425815,-1.0023394,Macrophage
1777_Patient1_0DPHBP,11.690223,1.8018447,Macrophage
1809_Patient1_0DPHBP,11.341356,-0.5039569,Macrophage
1815_Patient1_0DPHBP,0.63055074,5.53589,Macrophage
1822_Patient1_0DPHBP,12.414892,-1.273516,Macrophage
1823_Patient1_0DPHBP,8.292193,-1.9712915,Macrophage
1849_Patient1_0DPHBP,9.48268,-2.6123638,Macrophage
1870_Patient1_0DPHBP,12.074991,-1.7710642,Macrophage
1872_Patient1_0DPHBP,10.592424,-0.19959278,Macrophage
1892_Patient1_0DPHBP,12.575457,-0.11240815,Macrophage
1895_Patient1_0DPHBP,11.201646,2.288678,Macrophage
